feature,Good,Defective,absolute_difference
88,1807.4316734791526,1813.2076903846153,5.776016905462711
40,68.40471086807929,63.27060576923077,5.134105098848522
139,416.36216062884483,412.06834326923075,4.293817359614081
188,42.93650820232399,47.049798076923075,4.113289874599083
574,9.41139090909091,5.658487500000001,3.7529034090909095
519,8.801270198222829,12.37434375,3.5730735517771706
199,11.292494873547504,14.731153846153846,3.4386589726063423
196,8.4561995898838,11.827692307692306,3.371492717808506
460,28.980066473000683,32.225772115384615,3.245705642383932
203,29.86197922077922,33.04502115384616,3.1830419330669386
439,70.84700198222829,67.68731730769231,3.1596846745359812
4,4.375148667122351,1.3034048076923077,3.0717438594300437
555,57.0085083390294,59.86652307692308,2.858014737893683
151,14.22618079289132,11.444384615384614,2.781796177506706
208,73.4342091592618,70.8734423076923,2.560766851569497
577,16.80752918660287,14.318917307692308,2.4886118789105627
205,8.880047846889953,11.367019230769232,2.486971383879279
207,20.208858509911142,22.69201923076923,2.4831607208580877
136,138.017976760082,140.47403846153844,2.4560617014564343
471,9.468171770334928,11.909639423076923,2.441467652741995
197,19.93263841421736,22.30278846153846,2.370150047321097
138,57.43096363636364,59.79421923076923,2.3632555944055866
477,6.101554682159946,8.398981730769231,2.2974270486092854
272,41.14692228298018,43.339398557692306,2.192476274712128
200,17.4583971291866,19.57028846153846,2.1118913323518598
438,54.55622590567327,56.63047596153846,2.0742500558651855
561,32.150507074504446,34.15173365384615,2.0012265793417043
70,619.2333946001366,617.2449288461538,1.9884657539828368
576,5.69223014354067,3.7563278846153847,1.9359022589252857
271,45.92723807245386,47.85441730769231,1.927179235238448
432,99.19038318523582,101.06493365384615,1.8745504686103374
66,706.7883120300752,704.9710125,1.8172995300751609
133,1003.9253081339713,1005.7005471153846,1.7752389814132812
476,20.00164777853725,21.72812980769231,1.7264820291550578
252,4.758911893369788,3.0442971153846154,1.7146147779851728
63,13.872927238550924,15.585729807692307,1.7128025691413828
480,75.62724791524265,73.9900548076923,1.6371931075503454
274,136.16708209159262,134.59726538461538,1.5698167069772353
65,27.023830246069718,28.592296153846156,1.5684659077764387
64,20.438286021872862,21.96756826923077,1.5292822473579086
250,109.54962337662337,111.07659423076923,1.5269708541458584
183,26.560261995898838,28.08586538461538,1.5256033887165437
474,37.51637317156528,39.010423076923075,1.494049905357798
28,69.59772993848257,68.1115423076923,1.486187630790269
569,20.301511380724538,21.759409615384616,1.4578982346600782
51,157.34121479835954,158.79224326923077,1.451028470871222
388,35.064532740943264,36.42900384615385,1.3644711052105833
425,6.7063949419002045,8.002597115384615,1.296202173484411
467,6.166859193438141,7.42771826923077,1.260859075792629
336,9.65366927546138,10.855379807692307,1.2017105322309263
413,25.641498086124404,24.48621923076923,1.1552788553551743
428,4.284761107313739,3.1580701923076924,1.1266909150060465
562,263.07174436090224,261.96638461538464,1.1053597455176032
324,13.261687559808614,14.315735576923077,1.0540480171144626
180,19.082433356117566,18.03701923076923,1.045414125348337
589,99.71746801093643,98.7362375,0.9812305109364274
270,29.321796719070402,28.371660576923077,0.9501361421473256
55,2856.228981544771,2855.2884615384614,0.9405200063097254
494,0.8944098427887902,1.8290673076923076,0.9346574649035174
550,16.842672590567325,17.73048076923077,0.8878081786634446
68,147.49697539302804,146.61122596153845,0.885749431489586
473,39.34532347915243,40.22500384615384,0.8796803670014128
286,4.313270984278879,3.484928846153846,0.8283421381250329
344,23.271678400546822,22.449884615384615,0.8217937851622068
1,2495.9204647983597,2495.1014903846153,0.8189744137443995
547,403.4222159945318,404.23330769230773,0.8110916977759075
335,3.3700949419002053,4.173675,0.8035800580997949
202,10.11007990430622,10.904902884615383,0.7948229803091635
332,2.5388194805194804,3.3267490384615384,0.787929557942058
14,9.056656322624743,8.282810576923076,0.7738457457016672
470,5.311701708817498,6.080841346153846,0.7691396373363482
341,2.6821206425153794,3.414610576923077,0.7324899344076976
339,9.281156801093642,10.009767307692307,0.728610506598665
417,8.23586056049214,7.543214423076923,0.6926461374152177
469,5.617367053998633,6.283320192307692,0.6659531383090593
333,6.170801161995899,6.836201923076923,0.665400761081024
343,6.153626657552974,6.8187423076923075,0.6651156501393336
412,30.82488762816131,31.48711826923077,0.6622306410694598
62,116.54478099794942,115.8883798076923,0.6564011902571139
201,7.795092276144907,8.389423076923077,0.5943308007781694
424,3.352639097744361,2.773875961538461,0.5787631362058998
390,1.4687337662337663,0.9132586538461538,0.5554751123876125
50,632.2885442241969,631.762526923077,0.526017301119964
182,10.814818865345181,10.2925,0.5223188653451807
497,11.757046684894053,12.27265528846154,0.5156086035674861
43,355.57166602870814,355.0605432692307,0.5111227594774164
129,-0.5852153793574847,-0.08264134615384615,0.5025740332036386
524,5.7199311688311685,5.235524038461539,0.4844071303696298
490,51.38440570745045,50.90006442307693,0.48434128437352086
475,4.231742720437457,4.697063461538462,0.46532074110100474
319,7.885572727272727,8.349119230769231,0.46354650349650406
46,733.7031836637046,733.243414423077,0.4597692406276792
437,3.986713123718387,4.435286538461539,0.44857341474315193
60,355.1829298701299,354.74532692307696,0.43760294705293745
33,8.931151401230348,9.368187500000001,0.4370360987696529
496,29.64007641831852,29.20443557692308,0.43564084139544335
117,58.65480881749829,58.21935,0.4354588174982936
152,1.2239205058099794,0.7932798076923077,0.4306406981176717
32,85.30918055365687,85.73346442307692,0.4242838694200515
479,3.255065755297334,3.676194230769231,0.4211284754718969
148,8.498521941216678,8.077825961538462,0.42069597967821615
454,7.910613260423786,7.501317307692308,0.4092959527314779
6,101.08985386192754,101.49097211538462,0.40111825345708496
557,1.5810484620642515,1.981025,0.3999765379357485
522,14.702968010936432,15.093179807692309,0.39021179675587625
553,7.632337457279563,8.020259615384616,0.38792215810505226
273,20.1503980177717,20.534380769230772,0.38398275145907235
453,5.4858002050581,5.109446153846154,0.3763540512119459
316,6.001144702665755,5.635603846153846,0.3655408565119087
337,2.302003998632946,2.667505769230769,0.36550177059782296
134,39.41359275461381,39.050279807692306,0.3633129469215035
361,39.959004511278195,39.61850961538461,0.3404948958935847
415,6.646607928913192,6.344533653846154,0.30207427506703777
551,1.198051948051948,1.4883653846153846,0.29031343656343656
541,9.591688243335613,9.880410576923076,0.28872233358746335
452,5.365647334244702,5.081178846153846,0.2844684880908561
122,3.9170874914559124,3.6335096153846154,0.28357787607129703
408,5.3582398154477096,5.077336538461538,0.28090327698617124
48,139.9906592276145,139.71333557692307,0.2773236506914145
406,6.708982091592618,6.972583653846153,0.2636015622535357
45,136.72536753246754,136.98864326923078,0.2632757367632337
185,7.382552973342446,7.123173076923076,0.25937989641936987
71,104.33913547505126,104.08742115384615,0.25171432120511383
410,4.911933834586466,5.161027403846154,0.24909356925968762
545,7.626823581681477,7.3849519230769225,0.24187165860455462
223,122.86227505126452,122.6256576923077,0.23661735895682057
166,2.773205741626794,3.005769230769231,0.23256348914243707
472,137.87469360902256,138.1059826923077,0.23128908328513376
142,6.652453861927547,6.4370192307692315,0.21543463115831507
556,4.177832535885168,4.39203076923077,0.21419823334560206
455,3.6226237867395765,3.834556730769231,0.21193294402965446
268,19.483024606971977,19.69175,0.20872539302802195
15,413.0974848257006,412.8999653846154,0.19751944108514863
187,17.923154408749145,18.120384615384616,0.19723020663547075
525,5.5417064251537935,5.724975,0.18326857484620618
440,11.539235269993165,11.359860576923078,0.1793746930700877
520,2.68430991114149,2.8604375,0.1761275888585101
318,3.200126930963773,3.0262288461538462,0.17389808480992697
416,3.414909295967191,3.241045192307692,0.17386410365949878
523,0.465395010252905,0.2921423076923077,0.17325270256059727
283,2.814219343814081,2.6571971153846152,0.15702222842946556
338,3.025047265892003,3.181793269230769,0.1567460033387662
150,6.822969241285032,6.666961538461539,0.15600770282349252
457,5.273435099111414,5.121714423076923,0.15172067603449158
421,4.183776896787423,4.039902884615385,0.14387401217203788
287,0.37650440874914554,0.2346798076923077,0.14182460105683783
27,6.648735475051264,6.508482692307693,0.14025278274357156
478,0.1367053998632946,0.0,0.1367053998632946
165,0.2428796992481203,0.37937499999999996,0.13649530075187966
554,0.49106568694463426,0.6188961538461538,0.12783046690151956
35,64.56394524948736,64.43727307692308,0.12667217256428387
155,0.5138728639781271,0.39490384615384616,0.11896901782428099
2,2200.5597833219413,2200.441876923077,0.11790639886430654
570,530.5313482570061,530.4149557692308,0.11639248777532885
31,3.6800120984278877,3.572554807692308,0.10745729073557975
411,2.608516883116883,2.713416346153846,0.10489946303696307
18,190.05312371838687,189.95513076923078,0.0979929491560938
409,4.573760628844839,4.669020192307692,0.0952595634628528
38,86.8303042378674,86.92465865384617,0.09435441597877059
548,75.40883253588517,75.50298076923077,0.09414823334560651
125,1.1909576213260424,1.0969807692307691,0.09397685209527329
198,0.5511408065618592,0.6371346153846154,0.0859938088227562
420,1.8153381408065619,1.9011971153846154,0.08585897457805358
164,0.1222535885167464,0.20722115384615383,0.08496756532940743
539,3.039971428571428,2.9551192307692307,0.08485219780219744
269,3.771935748462064,3.8555634615384613,0.08362771307639738
321,2.269114183185236,2.186160576923077,0.08295360626215897
526,1.4489590567327408,1.3660653846153845,0.08289367211735632
426,1.2282084073820916,1.310483653846154,0.08227524646406237
527,6.400965071770335,6.321891346153847,0.07907372561648796
12,199.96141223513328,199.8839576923077,0.07745454282559194
493,2.525005058099795,2.600964423076923,0.07595936497712819
300,0.11343294600136707,0.18738076923076924,0.07394782322940217
585,3.062814730006835,3.1353442307692307,0.07252950076239584
491,2.4365483253588516,2.506693269230769,0.0701449438719175
218,3.775989029391661,3.706476923076923,0.06951210631473836
301,0.9058952836637048,0.9689846153846153,0.06308933172091058
26,1.9426054682159948,1.8813211538461538,0.06128431436984094
195,0.28313738892686263,0.34152884615384616,0.05839145722698352
323,5.389621052631579,5.447486538461538,0.057865485829958985
167,1.231989063568011,1.2884615384615385,0.05647247489352747
126,2.7469220779220778,2.8029134615384614,0.05599138361638367
564,6.217566643882434,6.271057692307693,0.05349104842525865
573,0.3490719070403281,0.29730865384615385,0.05176325319417424
83,7.455446445659603,7.404669230769231,0.050777214890372235
37,66.21793164730008,66.26838653846154,0.05045489116146484
163,0.13694531784005468,0.18566346153846155,0.04871814369840688
285,2.1224595010252907,2.075260576923077,0.04719892410221371
495,6.810894736842105,6.764652884615385,0.046241852226719615
299,0.05719917976760082,0.10303076923076923,0.04583158946316841
277,2.2125738209159262,2.167827884615385,0.044745936300541356
124,15.791763499658236,15.834807692307692,0.04304419264945558
127,0.6512124401913876,0.610475,0.040737440191387586
181,0.5493458646616541,0.5103173076923077,0.039028556969346484
98,-0.01571688311688312,-0.05122019230769231,0.035503309190809185
442,1.347556015037594,1.3121653846153847,0.03539063042220936
459,2.8360598427887904,2.8709432692307693,0.03488342644197884
121,15.794135338345864,15.828076923076923,0.03394158473105868
128,3.1899480519480523,3.223855769230769,0.03390771728271691
154,7.695408407382091,7.728674038461539,0.033265631079447466
568,2.3713541353383456,2.404370192307692,0.03301605696934651
209,0.03154477101845523,0.0,0.03154477101845523
123,15.82758031442242,15.858942307692306,0.03136199326988631
407,1.2299855775803146,1.260889423076923,0.030903845496608406
446,1.1730448393711552,1.2024442307692307,0.02939939139807546
456,12.323151879699248,12.351951923076923,0.028800043377675166
334,0.1663285714285714,0.19474711538461537,0.028418543956043957
29,2.364342173615858,2.392519230769231,0.028177057153373042
41,3.3469397129186604,3.3748490384615386,0.02790932554287817
19,12.479381203007518,12.506069230769231,0.026688027761712974
298,0.06205105946684894,0.08825865384615385,0.026207594379304908
130,0.7433754272043746,0.7686903846153845,0.025314957411009975
25,1.2056198222829801,1.1803961538461538,0.02522366843682633
441,0.8004525632262475,0.8250413461538462,0.024588782927598696
170,0.6827943950786056,0.7059528846153846,0.023158489536779014
16,9.90598014354067,9.928818269230769,0.022838125690098465
445,0.645672043745728,0.6670740384615385,0.0214019947158105
47,1.176584996582365,1.197976923076923,0.021391926494558122
571,2.1032554340396445,2.081873076923077,0.02138235711656744
443,0.6325414900888585,0.6537211538461538,0.021179663757295297
175,0.7767074504442926,0.7967451923076924,0.020037741863399794
559,0.3243911825017088,0.3439,0.019508817498291198
302,0.40202768284347234,0.4214019230769231,0.019374240233450746
58,4.59200970608339,4.610835576923077,0.01882587083968712
546,1.0195446343130554,1.0008557692307691,0.018688865082286288
566,2.5318615516062883,2.5136990384615387,0.018162513144749592
540,1.940865960355434,1.9583278846153847,0.017461924259950745
210,0.08757518796992482,0.10490576923076923,0.017330581260844413
247,0.040207792207792206,0.0572625,0.017054707792207795
289,2.579638004101162,2.563083653846154,0.016554350255008288
44,10.032248564593301,10.015957692307692,0.01629087228560877
290,0.12419965823650035,0.10869903846153847,0.01550061977496188
356,1.29962002734108,1.2842653846153846,0.015354642725695422
39,118.68038694463431,118.66514807692307,0.015238867711232729
575,0.10568195488721804,0.09132596153846154,0.014355993348756507
61,10.422288858509912,10.435939423076924,0.013650564567011969
36,49.418296924128505,49.40612884615385,0.01216807797465691
34,50.581712166780584,50.59387980769231,0.012167640911727062
99,0.0007586466165413534,0.01244423076923077,0.011685584152689417
317,0.1733887218045113,0.16185480769230767,0.011533914112203614
102,0.001834107997265892,-0.009071153846153847,0.01090526184341974
174,0.31940933014354067,0.33004423076923073,0.010634900625690058
172,0.3194094668489405,0.3300384615384615,0.010628994689520999
565,0.14038226247436772,0.15073653846153842,0.010354275987170702
120,6.311534859876965,6.3014125,0.010122359876965525
347,0.009511073137388927,0.0,0.009511073137388927
144,0.12061763499658237,0.11119326923076923,0.009424365765813139
427,4.057653144224197,4.067049038461539,0.009395894237341551
213,0.059657894736842104,0.069025,0.009367105263157899
169,0.4010628844839371,0.3921057692307692,0.008957115253167947
331,0.08264928229665071,0.0914875,0.008838217703349291
563,0.6752135338345865,0.6667375,0.008476033834586505
96,0.017631578947368422,0.009260576923076923,0.008371002024291498
78,-0.013073274094326726,-0.0213875,0.008314225905673274
8,1.4623084757347915,1.4706192307692307,0.008310755034439232
549,0.6308107997265893,0.6390384615384617,0.0082276618118724
558,0.9944763499658236,1.0022865384615385,0.007810188495714909
76,-0.028893506493506495,-0.03626826923076923,0.0073747627372627335
214,0.08362877648667122,0.07638365384615385,0.007245122640517368
79,0.0029400546821599454,0.010089423076923076,0.00714936839476313
429,4.1713712235133285,4.178489423076924,0.007118199563595162
222,0.008354613807245385,0.015384615384615385,0.00703000157737
310,0.30429316473000684,0.31118557692307697,0.00689241219307013
89,0.18833253588516746,0.19460288461538464,0.006270348730217173
80,-0.017966165413533835,-0.024204807692307692,0.006238642278773857
348,0.024262952836637045,0.03044807692307692,0.006185124086439876
255,0.40422433356117565,0.39855576923076924,0.0056685643304064115
107,-0.0014038961038961037,-0.006756730769230769,0.005352834665334666
447,0.2822345864661654,0.27710192307692305,0.005132663389242342
30,0.18383410799726588,0.18877692307692306,0.004942815079657187
305,0.2645978810663021,0.26939711538461536,0.00479923431831325
145,0.06392501708817498,0.05925384615384615,0.004671170934328832
224,0.05843274094326726,0.06296442307692308,0.004531682133655825
211,0.05640546821599453,0.06085096153846154,0.004445493322467013
176,0.24500225563909775,0.2406980769230769,0.0043041787160208456
351,0.027267053998632947,0.03151923076923077,0.004252176770597825
249,0.0007857826384142174,0.004996153846153846,0.0042103712077396285
444,0.8953262474367738,0.8911288461538462,0.00419740128292756
560,0.07215878332194121,0.0763201923076923,0.004161408985751083
112,0.4596862611073137,0.46383509615384616,0.004148835046532462
567,0.05781971975393028,0.06195192307692307,0.004132203322992793
552,0.2633455228981545,0.2674105769230769,0.00406505402492241
177,0.3949678742310321,0.39091346153846157,0.004054412692570508
146,0.05525632262474368,0.05144903846153846,0.0038072841632052143
86,2.401623034859877,2.4053673076923077,0.0037442728324306174
54,4.838308954203691,4.841701923076923,0.0033929688732321495
448,0.3324377990430622,0.3291317307692308,0.0033060682738313973
91,0.00221161995898838,0.0055096153846153845,0.0032979954256270043
279,0.04125885167464115,0.03814134615384615,0.003117505520794997
360,0.0027390293916609706,0.0058403846153846145,0.003101355223723644
74,0.0028677375256322625,0.0,0.0028677375256322625
173,0.5763797676008202,0.5735634615384615,0.00281630606235872
75,-0.007057894736842105,-0.004585576923076923,0.002472317813765182
307,0.1287613123718387,0.13117211538461537,0.0024108030127766855
309,0.12876179084073822,0.1311701923076923,0.002408401466954091
217,0.07133069036226931,0.07362884615384616,0.002298155791576842
215,0.08124764183185236,0.07898365384615384,0.002263987985698518
385,0.009172863978127136,0.011325961538461538,0.002153097560334402
311,0.09748721804511278,0.0953375,0.0021497180451127695
221,0.060583321941216677,0.06260576923076923,0.002022447289552552
304,0.13221093643198906,0.13028365384615384,0.001927282585835216
349,0.025105263157894735,0.02703076923076923,0.001925506072874495
9,-0.0007160628844839372,-0.002607692307692308,0.0018916294232083706
82,0.006203896103896104,0.004315384615384615,0.001888511488511489
103,-0.009912918660287082,-0.008052884615384616,0.0018600340449024654
227,0.01900198222829802,0.020805769230769232,0.0018037870024712119
267,0.07070457963089542,0.0689326923076923,0.0017718873232031168
248,0.025054272043745728,0.026816346153846152,0.0017620741101004242
56,0.9287383458646618,0.9304932692307692,0.001754923366107497
216,0.0833898154477102,0.08505961538461539,0.001669799936905192
11,0.964462952836637,0.9628307692307693,0.0016321836058676986
81,-0.021234107997265893,-0.019658653846153847,0.001575454151112047
87,0.9825244702665755,0.9809548076923077,0.0015696625742678272
20,1.4049505126452493,1.4065134615384616,0.0015629488932122904
251,0.004387833219412167,0.002835576923076923,0.0015522562963352442
53,4.59287901572112,4.594384615384615,0.0015055996634947277
312,0.16012235133287767,0.15867403846153844,0.0014483128713392301
184,0.1447136021872864,0.14613076923076923,0.0014171670434828254
206,0.001367053998632946,0.0,0.001367053998632946
168,0.12429938482570062,0.12566346153846156,0.0013640767127609393
387,0.0002510594668489405,0.0015798076923076924,0.001328748225458752
280,0.01811913875598086,0.016807692307692308,0.001311446448288553
362,0.018107587149692413,0.019371153846153847,0.0012635666964614344
10,6.274777853725223e-05,0.0013182692307692307,0.0012555214522319785
587,0.016390704032809296,0.01764326923076923,0.0012525651979599338
353,0.04043745727956254,0.03923461538461538,0.0012028418949471611
352,0.023409364319890637,0.022288461538461538,0.0011209027814290985
281,0.015162884483937114,0.014102884615384614,0.0010599998685524997
253,0.03310997949419002,0.03415288461538461,0.0010429051211945928
359,0.019777033492822966,0.020725,0.0009479665071770345
355,0.03440574162679426,0.03528846153846154,0.0008827199116672804
147,0.017350854408749145,0.018227884615384615,0.00087703020663547
171,0.12000382775119617,0.12083942307692307,0.0008355953257268983
153,0.011870745044429256,0.012686538461538463,0.000815793417109207
254,0.013995557074504443,0.01320673076923077,0.0007888263052736738
118,0.5984703349282297,0.5977221153846154,0.0007482195436142591
77,-0.00713321941216678,-0.006409615384615385,0.0007236040275513953
156,0.058043130553656876,0.05872788461538461,0.0006847540617277367
582,0.5000535885167464,0.5006961538461538,0.0006425653294074296
365,0.005158714969241285,0.005747115384615384,0.000588400415374099
542,0.11124340396445659,0.11068557692307693,0.0005578270413796604
405,0.024242652084757347,0.02368942307692308,0.0005532290078342668
393,0.1340237867395762,0.1335076923076923,0.0005160944318839122
386,0.00824688995215311,0.008757692307692308,0.0005108023555391982
116,0.9871626110731374,0.9866701923076923,0.0004924187654451462
389,0.0013710184552289814,0.0008788461538461539,0.0004921723013828275
228,0.01780956937799043,0.018289423076923075,0.00047985369893264324
212,0.05124996582365004,0.05172500000000001,0.00047503417634996853
17,0.9714774436090226,0.9710057692307692,0.00047167437825335057
7,0.12179412166780587,0.12225673076923077,0.00046260910142489897
114,9.200273410799727e-05,0.0005519230769230769,0.00045992034281507966
303,0.04031319207108681,0.04074519230769231,0.0004320002366055009
320,0.04307481203007519,0.043497115384615384,0.0004223033545401947
583,0.015289336978810663,0.015702884615384615,0.00041354763657395176
354,0.041982159945317836,0.041586538461538466,0.0003956214837793695
93,-0.0005650034176349966,-0.00018942307692307694,0.00037558034071191965
588,0.005259056732740943,0.005618269230769231,0.0003592124980282881
282,0.005746343130553657,0.006091346153846154,0.0003450030232924964
106,0.000561038961038961,0.00021730769230769232,0.0003437312687312687
306,0.04859788106630211,0.048941346153846155,0.0003434650875440426
57,0.9492369104579631,0.9489105769230769,0.00032633353488620287
543,0.00849090909090909,0.008175961538461538,0.00031494755244755243
342,0.00030567327409432673,0.0,0.00030567327409432673
288,0.003903280929596719,0.004200961538461539,0.0002976806088648199
392,0.004549555707450444,0.0042971153846153845,0.0002524403228350595
350,0.02311797676008202,0.02336923076923077,0.00025125400914875057
108,-0.010806561859193438,-0.010559615384615386,0.00024694647457805183
143,0.004182706766917293,0.003959615384615384,0.0002230913823019088
308,0.2184294941900205,0.2182096153846154,0.0002198788054051104
586,0.02144408749145591,0.02165096153846154,0.0002068740470056278
119,0.9707637047163363,0.9709653846153846,0.00020167989904829042
84,0.1331183868762816,0.13294807692307692,0.00017030995320468922
238,0.004780177717019823,0.0049451923076923076,0.00016501459067248467
131,0.9977972317156528,0.9979596153846154,0.0001623836689625957
239,0.004584552289815448,0.004435576923076923,0.00014897536673852494
104,-5.809979494190019e-06,-0.00013846153846153847,0.00013265155896734844
366,0.004805194805194805,0.004927884615384615,0.00012268981018980982
391,0.010936773752563226,0.011051923076923077,0.00011514932435985163
132,2.318505878332194,2.318617307692308,0.00011142936011365734
92,0.0005138755980861245,0.0004067307692307692,0.00010714482885535527
100,-2.7341079972658922e-05,6.538461538461539e-05,9.27256953572743e-05
219,0.003246616541353383,0.003328846153846154,8.222961249277098e-05
584,0.0038410116199589883,0.003922115384615384,8.110376465639583e-05
368,0.00316514012303486,0.003241346153846154,7.620603081129416e-05
377,0.001574982911825017,0.0015096153846153846,6.536752720963227e-05
113,0.9454198906356801,0.9454846153846154,6.472474893526314e-05
278,0.0011205741626794258,0.0010721153846153847,4.845877806404107e-05
376,0.001597881066302119,0.0016423076923076925,4.442662600557352e-05
367,0.0037731373889268627,0.0037423076923076923,3.082969661917035e-05
357,0.0009961722488038278,0.001025,2.8827751196172256e-05
544,0.002507587149692413,0.002533653846153846,2.6066696461433166e-05
95,5.809979494190021e-05,8.365384615384616e-05,2.5554051211945952e-05
101,-5.741626794258374e-06,-2.7884615384615386e-05,2.2142988590357012e-05
105,-0.0004970608339029391,-0.0004923076923076923,4.7531415952468395e-06
94,-2.891319207108681e-05,-3.076923076923077e-05,1.8560386981439567e-06
291,0.019926179084073823,0.019926923076923078,7.439928492551651e-07
